,time,price,time_converted
227,1628883840,15114.250000,2021-08-13 15:44:00
228,1628883840,15114.250000,2021-08-13 15:44:00
229,1628883840,15114.250000,2021-08-13 15:44:00
230,1628883840,15114.500000,2021-08-13 15:44:00
231,1628883840,15114.250000,2021-08-13 15:44:00
232,1628883840,15114.500000,2021-08-13 15:44:00
233,1628883840,15114.500000,2021-08-13 15:44:00
234,1628883840,15114.250000,2021-08-13 15:44:00
235,1628883840,15114.500000,2021-08-13 15:44:00
236,1628883840,15114.500000,2021-08-13 15:44:00
237,1628883840,15114.500000,2021-08-13 15:44:00
238,1628883840,15114.500000,2021-08-13 15:44:00
239,1628883840,15114.250000,2021-08-13 15:44:00
240,1628883840,15114.250000,2021-08-13 15:44:00
241,1628883840,15114.250000,2021-08-13 15:44:00
242,1628883840,15114.000000,2021-08-13 15:44:00
243,1628883840,15114.000000,2021-08-13 15:44:00
244,1628883840,15114.000000,2021-08-13 15:44:00
245,1628883840,15114.250000,2021-08-13 15:44:00
246,1628883840,15114.250000,2021-08-13 15:44:00
247,1628883840,15114.250000,2021-08-13 15:44:00
248,1628883841,15114.250000,2021-08-13 15:44:01
249,1628883841,15114.000000,2021-08-13 15:44:01
250,1628883841,15114.000000,2021-08-13 15:44:01
251,1628883841,15113.750000,2021-08-13 15:44:01
252,1628883841,15113.500000,2021-08-13 15:44:01
253,1628883841,15113.500000,2021-08-13 15:44:01
254,1628883841,15113.500000,2021-08-13 15:44:01
255,1628883841,15113.500000,2021-08-13 15:44:01
256,1628883841,15113.500000,2021-08-13 15:44:01
257,1628883841,15113.500000,2021-08-13 15:44:01
258,1628883841,15113.500000,2021-08-13 15:44:01
259,1628883841,15113.500000,2021-08-13 15:44:01
260,1628883841,15113.500000,2021-08-13 15:44:01
261,1628883841,15114.000000,2021-08-13 15:44:01
262,1628883841,15113.750000,2021-08-13 15:44:01
263,1628883841,15113.750000,2021-08-13 15:44:01
264,1628883841,15113.750000,2021-08-13 15:44:01
265,1628883841,15113.750000,2021-08-13 15:44:01
266,1628883841,15113.750000,2021-08-13 15:44:01
267,1628883841,15113.750000,2021-08-13 15:44:01
268,1628883841,15113.750000,2021-08-13 15:44:01
269,1628883841,15113.750000,2021-08-13 15:44:01
270,1628883841,15113.750000,2021-08-13 15:44:01
271,1628883841,15113.750000,2021-08-13 15:44:01
272,1628883841,15113.750000,2021-08-13 15:44:01
273,1628883841,15114.000000,2021-08-13 15:44:01
274,1628883841,15114.250000,2021-08-13 15:44:01
275,1628883841,15114.000000,2021-08-13 15:44:01
276,1628883841,15114.000000,2021-08-13 15:44:01
277,1628883841,15114.250000,2021-08-13 15:44:01
278,1628883841,15114.250000,2021-08-13 15:44:01
279,1628883841,15114.250000,2021-08-13 15:44:01
280,1628883841,15114.250000,2021-08-13 15:44:01
281,1628883841,15114.250000,2021-08-13 15:44:01
282,1628883841,15114.500000,2021-08-13 15:44:01
283,1628883841,15114.500000,2021-08-13 15:44:01
284,1628883841,15114.500000,2021-08-13 15:44:01
285,1628883841,15114.500000,2021-08-13 15:44:01
286,1628883841,15114.500000,2021-08-13 15:44:01
287,1628883842,15114.500000,2021-08-13 15:44:02
288,1628883842,15114.250000,2021-08-13 15:44:02
289,1628883842,15114.500000,2021-08-13 15:44:02
290,1628883842,15114.250000,2021-08-13 15:44:02
291,1628883842,15114.250000,2021-08-13 15:44:02
292,1628883842,15114.250000,2021-08-13 15:44:02
293,1628883842,15114.000000,2021-08-13 15:44:02
294,1628883843,15114.250000,2021-08-13 15:44:03
295,1628883843,15114.250000,2021-08-13 15:44:03
296,1628883843,15114.250000,2021-08-13 15:44:03
297,1628883843,15114.250000,2021-08-13 15:44:03
298,1628883843,15114.250000,2021-08-13 15:44:03
299,1628883843,15114.250000,2021-08-13 15:44:03
300,1628883843,15114.250000,2021-08-13 15:44:03
301,1628883843,15114.250000,2021-08-13 15:44:03
302,1628883843,15114.500000,2021-08-13 15:44:03
303,1628883843,15114.500000,2021-08-13 15:44:03
304,1628883843,15114.500000,2021-08-13 15:44:03
305,1628883843,15114.500000,2021-08-13 15:44:03
306,1628883843,15114.500000,2021-08-13 15:44:03
307,1628883843,15114.500000,2021-08-13 15:44:03
308,1628883843,15114.750000,2021-08-13 15:44:03
309,1628883843,15114.500000,2021-08-13 15:44:03
310,1628883843,15114.250000,2021-08-13 15:44:03
311,1628883843,15114.250000,2021-08-13 15:44:03
312,1628883844,15114.250000,2021-08-13 15:44:04
313,1628883844,15114.500000,2021-08-13 15:44:04
314,1628883844,15114.500000,2021-08-13 15:44:04
315,1628883844,15114.500000,2021-08-13 15:44:04
316,1628883844,15114.500000,2021-08-13 15:44:04
317,1628883844,15114.500000,2021-08-13 15:44:04
318,1628883844,15114.750000,2021-08-13 15:44:04
319,1628883844,15114.750000,2021-08-13 15:44:04
320,1628883845,15114.750000,2021-08-13 15:44:05
321,1628883845,15114.750000,2021-08-13 15:44:05
322,1628883845,15115.000000,2021-08-13 15:44:05
323,1628883845,15115.000000,2021-08-13 15:44:05
324,1628883845,15114.750000,2021-08-13 15:44:05
325,1628883846,15114.750000,2021-08-13 15:44:06
326,1628883847,15114.500000,2021-08-13 15:44:07
327,1628883847,15114.500000,2021-08-13 15:44:07
328,1628883847,15114.500000,2021-08-13 15:44:07
329,1628883847,15114.500000,2021-08-13 15:44:07
330,1628883847,15114.500000,2021-08-13 15:44:07
331,1628883848,15114.250000,2021-08-13 15:44:08
332,1628883848,15114.250000,2021-08-13 15:44:08
333,1628883848,15114.000000,2021-08-13 15:44:08
334,1628883848,15114.250000,2021-08-13 15:44:08
335,1628883848,15114.250000,2021-08-13 15:44:08
336,1628883848,15114.250000,2021-08-13 15:44:08
337,1628883848,15114.250000,2021-08-13 15:44:08
338,1628883848,15114.250000,2021-08-13 15:44:08
339,1628883848,15114.250000,2021-08-13 15:44:08
340,1628883848,15114.250000,2021-08-13 15:44:08
341,1628883849,15114.250000,2021-08-13 15:44:09
342,1628883850,15114.250000,2021-08-13 15:44:10
343,1628883850,15114.250000,2021-08-13 15:44:10
344,1628883850,15114.250000,2021-08-13 15:44:10
345,1628883850,15114.250000,2021-08-13 15:44:10
346,1628883850,15114.250000,2021-08-13 15:44:10
347,1628883850,15114.250000,2021-08-13 15:44:10
348,1628883850,15114.250000,2021-08-13 15:44:10
349,1628883850,15114.250000,2021-08-13 15:44:10
350,1628883850,15114.250000,2021-08-13 15:44:10
351,1628883850,15114.250000,2021-08-13 15:44:10
352,1628883850,15114.250000,2021-08-13 15:44:10
353,1628883850,15114.250000,2021-08-13 15:44:10
354,1628883850,15114.250000,2021-08-13 15:44:10
355,1628883850,15114.250000,2021-08-13 15:44:10
356,1628883850,15114.250000,2021-08-13 15:44:10
357,1628883850,15114.250000,2021-08-13 15:44:10
358,1628883850,15114.250000,2021-08-13 15:44:10
359,1628883850,15114.250000,2021-08-13 15:44:10
360,1628883850,15114.000000,2021-08-13 15:44:10
361,1628883850,15114.000000,2021-08-13 15:44:10
362,1628883850,15114.000000,2021-08-13 15:44:10
363,1628883850,15114.000000,2021-08-13 15:44:10
364,1628883851,15114.000000,2021-08-13 15:44:11
365,1628883851,15114.000000,2021-08-13 15:44:11
366,1628883851,15114.000000,2021-08-13 15:44:11
367,1628883851,15114.000000,2021-08-13 15:44:11
368,1628883851,15114.000000,2021-08-13 15:44:11
369,1628883851,15114.000000,2021-08-13 15:44:11
370,1628883851,15114.000000,2021-08-13 15:44:11
371,1628883851,15114.000000,2021-08-13 15:44:11
372,1628883851,15114.000000,2021-08-13 15:44:11
373,1628883851,15114.000000,2021-08-13 15:44:11
374,1628883852,15113.750000,2021-08-13 15:44:12
375,1628883852,15113.750000,2021-08-13 15:44:12
376,1628883852,15113.750000,2021-08-13 15:44:12
377,1628883852,15113.750000,2021-08-13 15:44:12
378,1628883852,15113.750000,2021-08-13 15:44:12
379,1628883852,15113.750000,2021-08-13 15:44:12
380,1628883852,15113.750000,2021-08-13 15:44:12
381,1628883852,15113.750000,2021-08-13 15:44:12
382,1628883852,15113.750000,2021-08-13 15:44:12
383,1628883852,15113.750000,2021-08-13 15:44:12
384,1628883852,15113.750000,2021-08-13 15:44:12
385,1628883852,15113.750000,2021-08-13 15:44:12
386,1628883852,15113.750000,2021-08-13 15:44:12
387,1628883852,15113.750000,2021-08-13 15:44:12
388,1628883852,15114.000000,2021-08-13 15:44:12
389,1628883852,15113.750000,2021-08-13 15:44:12
390,1628883852,15114.000000,2021-08-13 15:44:12
391,1628883852,15114.000000,2021-08-13 15:44:12
392,1628883852,15114.000000,2021-08-13 15:44:12
393,1628883852,15113.750000,2021-08-13 15:44:12
394,1628883853,15113.750000,2021-08-13 15:44:13
395,1628883854,15113.500000,2021-08-13 15:44:14
396,1628883854,15113.250000,2021-08-13 15:44:14
397,1628883854,15113.250000,2021-08-13 15:44:14
398,1628883854,15113.250000,2021-08-13 15:44:14
399,1628883854,15113.250000,2021-08-13 15:44:14
400,1628883854,15113.250000,2021-08-13 15:44:14
401,1628883854,15113.250000,2021-08-13 15:44:14
402,1628883854,15113.500000,2021-08-13 15:44:14
403,1628883854,15113.250000,2021-08-13 15:44:14
404,1628883854,15113.500000,2021-08-13 15:44:14
405,1628883854,15113.250000,2021-08-13 15:44:14
406,1628883854,15113.250000,2021-08-13 15:44:14
407,1628883854,15113.250000,2021-08-13 15:44:14
408,1628883854,15113.000000,2021-08-13 15:44:14
409,1628883854,15113.000000,2021-08-13 15:44:14
410,1628883854,15113.000000,2021-08-13 15:44:14
411,1628883854,15113.000000,2021-08-13 15:44:14
412,1628883854,15113.000000,2021-08-13 15:44:14
413,1628883854,15113.000000,2021-08-13 15:44:14
414,1628883854,15112.750000,2021-08-13 15:44:14
415,1628883854,15112.750000,2021-08-13 15:44:14
416,1628883854,15113.000000,2021-08-13 15:44:14
417,1628883854,15113.000000,2021-08-13 15:44:14
418,1628883854,15112.750000,2021-08-13 15:44:14
419,1628883854,15113.250000,2021-08-13 15:44:14
420,1628883854,15113.000000,2021-08-13 15:44:14
421,1628883854,15113.000000,2021-08-13 15:44:14
422,1628883854,15112.750000,2021-08-13 15:44:14
423,1628883854,15113.000000,2021-08-13 15:44:14
424,1628883854,15113.000000,2021-08-13 15:44:14
425,1628883854,15112.750000,2021-08-13 15:44:14
426,1628883854,15113.000000,2021-08-13 15:44:14
427,1628883854,15112.750000,2021-08-13 15:44:14
428,1628883854,15112.750000,2021-08-13 15:44:14
429,1628883854,15113.000000,2021-08-13 15:44:14
430,1628883854,15113.000000,2021-08-13 15:44:14
431,1628883854,15113.000000,2021-08-13 15:44:14
432,1628883854,15113.000000,2021-08-13 15:44:14
433,1628883855,15113.250000,2021-08-13 15:44:15
434,1628883855,15113.250000,2021-08-13 15:44:15
435,1628883855,15113.250000,2021-08-13 15:44:15
436,1628883855,15113.000000,2021-08-13 15:44:15
437,1628883855,15113.250000,2021-08-13 15:44:15
438,1628883855,15113.250000,2021-08-13 15:44:15
439,1628883856,15113.250000,2021-08-13 15:44:16
440,1628883856,15113.250000,2021-08-13 15:44:16
441,1628883856,15113.000000,2021-08-13 15:44:16
442,1628883856,15113.000000,2021-08-13 15:44:16
443,1628883856,15112.750000,2021-08-13 15:44:16
444,1628883856,15113.000000,2021-08-13 15:44:16
445,1628883856,15113.000000,2021-08-13 15:44:16
446,1628883857,15113.000000,2021-08-13 15:44:17
447,1628883857,15113.000000,2021-08-13 15:44:17
448,1628883857,15113.000000,2021-08-13 15:44:17
449,1628883857,15113.000000,2021-08-13 15:44:17
450,1628883857,15113.000000,2021-08-13 15:44:17
451,1628883857,15113.000000,2021-08-13 15:44:17
452,1628883857,15113.000000,2021-08-13 15:44:17
453,1628883857,15113.250000,2021-08-13 15:44:17
454,1628883857,15113.000000,2021-08-13 15:44:17
455,1628883857,15113.250000,2021-08-13 15:44:17
456,1628883858,15113.250000,2021-08-13 15:44:18
457,1628883858,15113.250000,2021-08-13 15:44:18
458,1628883858,15113.250000,2021-08-13 15:44:18
459,1628883858,15113.250000,2021-08-13 15:44:18
460,1628883858,15113.250000,2021-08-13 15:44:18
461,1628883858,15113.250000,2021-08-13 15:44:18
462,1628883858,15113.250000,2021-08-13 15:44:18
463,1628883858,15113.250000,2021-08-13 15:44:18
464,1628883858,15113.250000,2021-08-13 15:44:18
465,1628883858,15113.500000,2021-08-13 15:44:18
466,1628883858,15113.500000,2021-08-13 15:44:18
467,1628883858,15113.500000,2021-08-13 15:44:18
468,1628883859,15113.500000,2021-08-13 15:44:19
469,1628883859,15113.750000,2021-08-13 15:44:19
470,1628883859,15113.500000,2021-08-13 15:44:19
471,1628883860,15113.500000,2021-08-13 15:44:20
472,1628883860,15113.500000,2021-08-13 15:44:20
473,1628883860,15113.500000,2021-08-13 15:44:20
474,1628883860,15113.500000,2021-08-13 15:44:20
475,1628883861,15113.250000,2021-08-13 15:44:21
476,1628883861,15113.250000,2021-08-13 15:44:21
477,1628883861,15113.500000,2021-08-13 15:44:21
478,1628883861,15113.500000,2021-08-13 15:44:21
479,1628883861,15113.250000,2021-08-13 15:44:21
480,1628883861,15113.500000,2021-08-13 15:44:21
481,1628883861,15113.500000,2021-08-13 15:44:21
482,1628883863,15113.250000,2021-08-13 15:44:23
483,1628883864,15113.000000,2021-08-13 15:44:24
484,1628883864,15113.250000,2021-08-13 15:44:24
485,1628883864,15113.250000,2021-08-13 15:44:24
486,1628883865,15113.250000,2021-08-13 15:44:25
487,1628883866,15113.000000,2021-08-13 15:44:26
488,1628883866,15113.000000,2021-08-13 15:44:26
489,1628883866,15113.250000,2021-08-13 15:44:26
490,1628883866,15113.000000,2021-08-13 15:44:26
491,1628883866,15113.000000,2021-08-13 15:44:26
492,1628883866,15113.000000,2021-08-13 15:44:26
493,1628883866,15113.000000,2021-08-13 15:44:26
494,1628883866,15113.000000,2021-08-13 15:44:26
495,1628883866,15113.000000,2021-08-13 15:44:26
496,1628883866,15113.000000,2021-08-13 15:44:26
497,1628883867,15113.000000,2021-08-13 15:44:27
498,1628883867,15113.000000,2021-08-13 15:44:27
499,1628883867,15113.250000,2021-08-13 15:44:27
500,1628883867,15113.250000,2021-08-13 15:44:27
501,1628883867,15113.250000,2021-08-13 15:44:27
502,1628883867,15113.000000,2021-08-13 15:44:27
503,1628883868,15113.250000,2021-08-13 15:44:28
504,1628883868,15113.500000,2021-08-13 15:44:28
505,1628883868,15113.250000,2021-08-13 15:44:28
506,1628883868,15113.250000,2021-08-13 15:44:28
507,1628883868,15113.250000,2021-08-13 15:44:28
508,1628883868,15113.000000,2021-08-13 15:44:28
509,1628883868,15113.000000,2021-08-13 15:44:28
510,1628883868,15113.000000,2021-08-13 15:44:28
511,1628883869,15113.000000,2021-08-13 15:44:29
512,1628883869,15113.000000,2021-08-13 15:44:29
513,1628883870,15113.000000,2021-08-13 15:44:30
514,1628883870,15113.250000,2021-08-13 15:44:30
515,1628883870,15113.000000,2021-08-13 15:44:30
516,1628883870,15113.000000,2021-08-13 15:44:30
517,1628883870,15113.250000,2021-08-13 15:44:30
518,1628883871,15113.250000,2021-08-13 15:44:31
519,1628883871,15113.250000,2021-08-13 15:44:31
520,1628883872,15113.250000,2021-08-13 15:44:32
521,1628883872,15113.250000,2021-08-13 15:44:32
522,1628883872,15113.250000,2021-08-13 15:44:32
523,1628883872,15113.500000,2021-08-13 15:44:32
524,1628883872,15113.250000,2021-08-13 15:44:32
525,1628883872,15113.250000,2021-08-13 15:44:32
526,1628883872,15113.250000,2021-08-13 15:44:32
527,1628883872,15113.500000,2021-08-13 15:44:32
528,1628883872,15113.250000,2021-08-13 15:44:32
529,1628883873,15113.500000,2021-08-13 15:44:33
530,1628883873,15113.250000,2021-08-13 15:44:33
531,1628883873,15113.250000,2021-08-13 15:44:33
532,1628883873,15113.250000,2021-08-13 15:44:33
533,1628883873,15113.250000,2021-08-13 15:44:33
534,1628883873,15113.250000,2021-08-13 15:44:33
535,1628883873,15113.000000,2021-08-13 15:44:33
